"FileName","LOC","FanIn","FanOut","DistinctIssueCount","TargetChangeCount","TargetChurn","ChangeCount","ChangeChurn","numClique","numCrossing","isCenter","numModularityViolation","numPackageCycle","numUnhealthyInheritance","numUnstableInterface","isUnstableInterface"
"sorting/AlphabeticSorter.java","31","1","2","0","0","0","0","0","0","0","false","0","0","0","0","false"
"io/Commands.java","8","1","0","0","0","0","0","0","0","0","false","0","0","0","0","false"
"sorting/SortingStrategy.java","7","5","1","0","0","0","0","0","0","0","false","0","0","0","0","false"
"line/Line.java","15","12","0","0","0","0","0","0","0","0","false","0","0","0","0","false"
"sentenceprocessing/KeywordSearch.java","32","1","3","0","0","0","0","0","0","0","false","0","0","1","0","false"
"KWICDriver.java","76","1","12","0","0","0","0","0","0","0","false","0","0","2","0","false"
"io/InputStrategy.java","6","3","0","0","0","0","0","0","0","0","false","0","0","0","0","false"
"textparsing/AbstractTextParser.java","7","4","1","0","0","0","0","0","0","0","false","0","0","0","0","false"
"io/ConsoleInput.java","18","1","1","0","0","0","0","0","0","0","false","0","0","0","0","false"
"Main.java","21","0","5","0","0","0","0","0","0","0","false","0","0","0","0","false"
"sentenceprocessing/IndexGeneration.java","35","1","3","0","0","0","0","0","0","0","false","0","0","1","0","false"
"sentenceprocessing/AbstractSentencesProcessor.java","13","4","2","0","0","0","0","0","0","0","false","0","0","1","0","false"
"textparsing/NewlineTextParser.java","20","1","2","0","0","0","0","0","0","0","false","0","0","0","0","false"
"fileparsing/PlaintextFileParser.java","22","1","3","0","0","0","0","0","0","0","false","0","0","1","0","false"
"textparsing/SentenceTextParser.java","39","0","2","0","0","0","0","0","0","0","false","0","0","0","0","false"
"sentenceprocessing/KWICProcessor.java","40","1","3","0","0","0","0","0","0","0","false","0","0","1","0","false"
"io/ConsoleOutput.java","7","1","1","0","0","0","0","0","0","0","false","0","0","0","0","false"
"io/OutputStrategy.java","4","3","0","0","0","0","0","0","0","0","false","0","0","0","0","false"
"fileparsing/AbstractFileParser.java","17","2","2","0","0","0","0","0","0","0","false","0","0","1","0","false"
